match_id,match_date,is_goal,distance_to_goal,angle_to_goal,dist_squared,dist_angle,is_in_area,is_central,is_big_chance,is_header,is_penalty,is_volley,first_touch,is_set_piece,from_corner,is_counter,is_right_foot,is_left_foot,shot_quality_index,defensive_pressure,buildup_passes,buildup_unique_players,buildup_decentralized,ppda,pass_decentralization,zone_close_central,zone_close_nan,zone_close_offset,zone_far_central,zone_far_nan,zone_far_offset,zone_far_wide,zone_mid_central,zone_mid_nan,zone_mid_offset,zone_mid_wide,zone_nan_wide
238,01/02/2026,False,18.552627846210893,4.513063432170324,344.1999999999998,83.72918630339926,True,False,0,1,0,0,1,0,1,0,0,0,0.35723686076894556,0,6,5,1,,,False,False,False,False,False,False,False,False,False,False,True,False
238,01/02/2026,False,9.394147114027971,4.3740793769372885,88.25000000000006,41.090745155384695,True,True,0,0,0,0,0,0,0,1,1,0,0.6030292644298602,0,2,4,1,,,True,False,False,False,False,False,False,False,False,False,False,False
238,01/02/2026,False,44.58004037683232,4.710520784756216,1987.38,209.99520678034,False,False,0,0,0,0,1,0,0,0,1,0,0.0,0,11,7,1,9.384615384615383,12.0,False,False,False,False,False,False,True,False,False,False,False,False
238,01/02/2026,False,41.507710127155896,4.006838489696036,1722.89,166.3146905566342,False,False,0,0,0,0,0,0,0,0,1,0,0.0,2,4,5,1,,,False,False,False,False,True,False,False,False,False,False,False,False
238,01/02/2026,False,34.402325502791236,5.935079311118362,1183.5200000000002,204.18053034597588,False,True,0,0,0,0,0,0,0,0,0,1,0.22798837248604384,0,13,7,1,9.384615384615383,12.0,False,False,False,True,False,False,False,False,False,False,False,False
238,01/02/2026,False,40.50308630215728,4.447131935718835,1640.5000000000005,180.1225685894997,False,False,0,0,0,0,0,0,0,0,1,0,0.0,0,3,4,1,,,False,False,False,False,False,False,True,False,False,False,False,False
238,01/02/2026,False,25.00499950009998,4.684133502895101,625.2500000000003,117.12675589829357,False,False,0,0,0,0,0,0,0,0,0,1,0.07497500249950009,0,4,5,1,,,False,False,False,False,False,False,True,False,False,False,False,False
190,01/01/2026,False,25.62225595063791,5.121676543570257,656.4999999999998,131.22890729573564,False,True,0,0,0,1,1,0,1,0,0,1,0.2718887202468105,0,3,4,1,7.111111111111111,15.0,False,False,False,False,False,True,False,False,False,False,False,False
190,01/01/2026,False,15.80126577208294,4.699191429330209,249.6799999999999,74.25317268874093,True,True,1,0,0,0,0,0,0,0,1,0,0.9209936711395854,0,6,5,1,11.928571428571429,13.0,False,False,False,False,False,False,False,True,False,False,False,False
190,01/01/2026,False,30.096013024983886,4.616512000455208,905.7699999999998,138.93860529569434,False,False,0,0,0,0,1,0,0,0,1,0,0.04951993487508058,0,5,5,1,11.928571428571429,13.0,False,False,False,False,False,False,True,False,False,False,False,False
190,01/01/2026,False,22.688322987827895,5.083539450792961,514.7599999999998,115.33698498095593,False,True,0,0,0,0,0,0,0,0,0,1,0.28655838506086057,0,10,9,1,11.928571428571429,13.0,False,False,False,True,False,False,False,False,False,False,False,False
190,01/01/2026,False,12.842507543311,4.29113988698475,164.92999999999992,55.10899636800436,True,True,0,1,0,0,1,0,1,0,0,0,0.585787462283445,0,3,4,1,11.928571428571429,13.0,False,False,False,False,False,False,False,False,False,True,False,False
190,01/01/2026,False,21.428252378577216,4.552701558626469,459.17000000000013,97.55643800258984,True,False,1,0,0,0,1,0,0,0,1,0,0.6928587381071138,0,16,8,1,7.111111111111111,15.0,False,False,False,False,False,False,False,False,False,False,True,False
190,01/01/2026,False,41.32081799771152,4.483042650449354,1707.4100000000005,185.24298943519602,False,False,0,0,0,0,0,0,0,0,1,0,0.0,0,5,6,1,11.928571428571429,13.0,False,False,False,False,False,False,True,False,False,False,False,False
190,01/01/2026,False,19.849685136041835,4.403783674884587,394.01000000000016,87.41371935370027,True,False,1,0,0,0,1,0,0,0,0,1,0.7007515743197908,0,23,11,1,7.111111111111111,15.0,False,False,False,False,False,False,False,False,False,False,True,False
190,01/01/2026,False,24.686838598735154,4.509110353968061,609.4399999999998,111.31567953229505,True,False,1,1,0,0,1,0,0,0,0,0,0.6765658070063242,1,10,9,1,11.928571428571429,13.0,False,False,False,False,False,False,True,False,False,False,False,False
190,01/01/2026,False,37.1270790663634,3.949730891629067,1378.4199999999994,146.64197110437038,False,False,1,0,0,0,0,0,0,0,0,1,0.364364604668183,0,13,8,1,7.111111111111111,15.0,False,False,False,False,True,False,False,False,False,False,False,False
190,01/01/2026,False,27.24151243965724,4.252365468555647,742.1000000000001,115.84086680962754,False,False,0,0,0,1,1,0,0,0,0,1,0.0637924378017138,1,14,9,1,7.111111111111111,15.0,False,False,False,False,False,False,True,False,False,False,False,False
190,01/01/2026,False,41.57403035549957,3.760221378452907,1728.4,156.3275577311996,False,False,0,0,0,0,1,0,0,0,1,0,0.0,0,8,9,1,11.928571428571429,13.0,False,False,False,False,True,False,False,False,False,False,False,False
190,01/01/2026,False,20.287188075236052,4.809182339513492,411.5699999999999,97.56478660981394,False,True,0,0,0,0,0,0,0,0,0,1,0.29856405962381977,0,9,6,1,11.928571428571429,13.0,False,False,False,False,False,False,False,False,False,True,False,False
190,01/01/2026,False,18.87988347421668,4.481981575420813,356.4500000000001,84.61928987753106,True,False,1,1,0,0,1,0,0,0,0,0,0.7056005826289166,0,13,6,1,7.111111111111111,15.0,False,False,False,False,False,False,False,False,False,False,True,False
190,01/01/2026,False,24.901807163336557,4.793656641273542,620.0999999999998,119.37071328824135,False,False,0,0,0,1,1,0,0,0,0,1,0.07549096418331723,0,17,8,1,7.111111111111111,15.0,False,False,False,False,False,False,True,False,False,False,False,False
