feature,VIF
distance_to_goal,17.35883763363368
angle_to_goal,28.73440851962993
is_penalty,1.1530465550919906
shot_quality_index,4.154527869223762
defensive_pressure,1.0461521889370782
buildup_passes,7.1945169672614195
buildup_unique_players,29.590302819927675
buildup_decentralized,14.068981479594092
ppda,2.6418346098563577
pass_decentralization,45.36680903526696
first_touch,2.389504051145722
