feature,coef
shot_quality_index,1.1428845904158669
distance_to_goal,0.7702348905022613
is_penalty,0.26606270342519867
first_touch,0.11576670117244647
ppda,0.10367540534239154
buildup_unique_players,0.07063146352309209
buildup_decentralized,0.043844700848892325
pass_decentralization,0.010158546459635761
buildup_passes,-0.020961090115266482
angle_to_goal,-0.034815582954365494
defensive_pressure,-0.09875078514713911
